id	trait	trait.type	method	ancestry_distribution	trait.efo	publication.doi	publication.firstauthor	publication.journal	publication.date	variants	samples	url.weights	url.details	repository	original_build
PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_PT_UKB_20200608	Basal cell carcinoma		P&T			https://www.ebi.ac.uk/gwas				24		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_P_5e-08_UKB_20200608	Squamous cell carcinoma;Cutaneous squamous cell carcinoma		P_5e-08			https://www.ebi.ac.uk/gwas				13		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_PT_UKB_20200608	Squamous cell carcinoma;Cutaneous squamous cell carcinoma		P&T			https://www.ebi.ac.uk/gwas				14		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.22_cSCC-Chahal_P_5e-08_UKB_20200608	Squamous cell carcinoma		P_5e-08			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960294/				10		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.22_cSCC-Chahal_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.22_cSCC-Chahal_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.22_cSCC-Chahal_PT_UKB_20200608	Squamous cell carcinoma		P&T			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960294/				9		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.22_cSCC-Chahal_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.22_cSCC-Chahal_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_P_5e-08_UKB_20200608	Breast cancer;Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Breast cancer in BRCA2 mutation carriers		P_5e-08			https://www.ebi.ac.uk/gwas				86		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_PT_UKB_20200608	Breast cancer;Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Breast cancer in BRCA2 mutation carriers		P&T			https://www.ebi.ac.uk/gwas				79		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608	Breast cancer [female]; ER negative		P_5e-08			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				49		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608	Breast cancer [female]; ER negative		PRS-CS			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				1120410		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PT_UKB_20200608	Breast cancer [female]; ER negative		P&T			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				49		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608	Breast cancer [female]; ER negative		Lassosum			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				41744		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608	Breast cancer [female]; ER positive		P_5e-08			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				257		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608	Breast cancer [female]; ER positive		PRS-CS			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				1120410		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PT_UKB_20200608	Breast cancer [female]; ER positive		P&T			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				747		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608	Breast cancer [female]; ER positive		Lassosum			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				148560		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-08_UKB_20200608	Breast cancer [female], Overall		P_5e-08			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				334		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PRS-CS_UKB_20200608	Breast cancer [female], Overall		PRS-CS			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				1120410		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PT_UKB_20200608	Breast cancer [female], Overall		P&T			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				1682		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_LASSOSUM_UKB_20200608	Breast cancer [female], Overall		Lassosum			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				286144		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_LASSOSUM_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_LASSOSUM_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608	Breast cancer [female]; ER negative		P_5e-08			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				10		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608	Breast cancer [female]; ER negative		PRS-CS			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				1116435		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PT_UKB_20200608	Breast cancer [female]; ER negative		P&T			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				14		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608	Breast cancer [female]; ER negative		Lassosum			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				2708		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608	Breast cancer [female]; ER positive		P_5e-08			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				86		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608	Breast cancer [female]; ER positive		PRS-CS			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				1116495		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PT_UKB_20200608	Breast cancer [female]; ER positive		P&T			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				174		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608	Breast cancer [female]; ER positive		Lassosum			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				12277		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-08_UKB_20200608	Breast cancer [female], Overall		P_5e-08			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				110		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PRS-CS_UKB_20200608	Breast cancer [female], Overall		PRS-CS			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				1116546		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PT_UKB_20200608	Breast cancer [female], Overall		P&T			http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017				85		https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PT_UKB_20200608	PRSweb	hg19
