id	trait	trait.type	method	ancestry_distribution	trait.efo	publication.doi	publication.firstauthor	publication.journal	publication.date	variants	samples	url.weights	url.details	repository	original_build
PRSWEB_PHECODE172.1_Melanoma-Ransohoff_P_5e-08_UKB_20200608	Melanomas of skin, dx or hx		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	20	294219	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.1_Melanoma-Ransohoff_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.1_Melanoma-Ransohoff_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.1_Melanoma-Ransohoff_PT_UKB_20200608	Melanomas of skin, dx or hx		P&T	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	20	294219	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.1_Melanoma-Ransohoff_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.1_Melanoma-Ransohoff_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.21_BCC-Chahal_P_5e-08_UKB_20200608	Basal cell carcinoma		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	28	304241	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.21_BCC-Chahal_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.21_BCC-Chahal_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.21_BCC-Chahal_PT_UKB_20200608	Basal cell carcinoma		P&T	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	28	304241	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.21_BCC-Chahal_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.21_BCC-Chahal_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_P_5e-08_UKB_20200608	Basal cell carcinoma		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	30	1048484	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_PT_UKB_20200608	Basal cell carcinoma		P&T	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	24	1048484	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_P_5e-08_UKB_20200608	"Squamous cell carcinoma;Cutaneous squamous cell carcinoma"		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	13	362144	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_PT_UKB_20200608	"Squamous cell carcinoma;Cutaneous squamous cell carcinoma"		P&T	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	14	362144	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.22_cSCC-Chahal_P_5e-08_UKB_20200608	Squamous cell carcinoma		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	10	299480	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.22_cSCC-Chahal_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.22_cSCC-Chahal_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE172.22_cSCC-Chahal_PT_UKB_20200608	Squamous cell carcinoma		P&T	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	9	299480	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE172.22_cSCC-Chahal_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE172.22_cSCC-Chahal_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_P_5e-08_UKB_20200608	"Breast cancer;Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Breast cancer in BRCA2 mutation carriers"		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	86	559287	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_PT_UKB_20200608	"Breast cancer;Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Breast cancer in BRCA2 mutation carriers"		P&T	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	79	559287	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608	"Breast cancer [female]; ER negative"		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	49	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608	"Breast cancer [female]; ER negative"		PRS-CS	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	1120410	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PT_UKB_20200608	"Breast cancer [female]; ER negative"		P&T	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	49	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608	"Breast cancer [female]; ER negative"		Lassosum	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	41744	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608	"Breast cancer [female]; ER positive"		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	257	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608	"Breast cancer [female]; ER positive"		PRS-CS	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	1120410	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PT_UKB_20200608	"Breast cancer [female]; ER positive"		P&T	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	747	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608	"Breast cancer [female]; ER positive"		Lassosum	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	148560	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-08_UKB_20200608	Breast cancer [female], Overall		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	334	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PRS-CS_UKB_20200608	Breast cancer [female], Overall		PRS-CS	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	1120410	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PT_UKB_20200608	Breast cancer [female], Overall		P&T	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	1682	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_LASSOSUM_UKB_20200608	Breast cancer [female], Overall		Lassosum	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	286144	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_LASSOSUM_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_LASSOSUM_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608	"Breast cancer [female]; ER negative"		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	10	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608	"Breast cancer [female]; ER negative"		PRS-CS	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	1116435	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PT_UKB_20200608	"Breast cancer [female]; ER negative"		P&T	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	14	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608	"Breast cancer [female]; ER negative"		Lassosum	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	2708	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608	"Breast cancer [female]; ER positive"		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	86	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608	"Breast cancer [female]; ER positive"		PRS-CS	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	1116495	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PT_UKB_20200608	"Breast cancer [female]; ER positive"		P&T	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	174	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PT_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PT_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608	"Breast cancer [female]; ER positive"		Lassosum	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	12277	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-08_UKB_20200608	Breast cancer [female], Overall		P_5e-08	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	110	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-08_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-08_UKB_20200608	PRSweb	hg19
PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PRS-CS_UKB_20200608	Breast cancer [female], Overall		PRS-CS	EUR=100		10.1016/j.ajhg.2020.08.025	Fritsche LG	Am J Hum Genet	28.09.20	1116546	1063736	https://prsweb.sph.umich.edu:8443/displayData/downloadFile?filename=PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PRS-CS_UKB_20200608&type=weight	https://prsweb.sph.umich.edu:8443/displayData/showGraphSep?prswebprefix=PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PRS-CS_UKB_20200608	PRSweb	hg19
