id	trait	trait.type	method	ancestry_distribution	trait.efo	publication.doi	publication.firstauthor	publication.journal	publication.date	variants	samples	url.weights	url.details	repository	original_build
ExPRSweb_Alcohol_20403_LASSOSUM_MGI_20211120	Alcohol Amt.	Quantitative	"LASSOSUM;s = 0.9,l = 0.014"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		108256	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_20403_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_20403_PT_MGI_20211120	Alcohol Amt.	Quantitative	"PT;P <= 2e-06"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		108256	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_20403_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_20403_PLINK_MGI_20211120	Alcohol Amt.	Quantitative	"PLINK;P <= 1e-05"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		108256	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_20403_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_20403_DBSLMM_MGI_20211120	Alcohol Amt.	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		108256	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_20403_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_20403_PRSCS_MGI_20211120	Alcohol Amt.	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		108256	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_20403_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_DrinksPerWeek_LASSOSUM_MGI_20211120	Alcohol Amt.	Quantitative	"LASSOSUM;s = 0.9,l = 0.0021"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		941280	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_DrinksPerWeek_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_DrinksPerWeek_PT_MGI_20211120	Alcohol Amt.	Quantitative	"PT;P <= 0.0079"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		941280	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_DrinksPerWeek_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_DrinksPerWeek_PLINK_MGI_20211120	Alcohol Amt.	Quantitative	"PLINK;P <= 1.6e-05"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		941280	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_DrinksPerWeek_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_DrinksPerWeek_DBSLMM_MGI_20211120	Alcohol Amt.	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		941280	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_DrinksPerWeek_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_DrinksPerWeek_PRSCS_MGI_20211120	Alcohol Amt.	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		941280	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_DrinksPerWeek_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_DrinksPerWeek_LASSOSUM_UKB_20211120	Alcohol Amt.	Quantitative	"LASSOSUM;s = 0.9,l = 0.0016"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		941280	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_DrinksPerWeek_LASSOSUM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_DrinksPerWeek_PT_UKB_20211120	Alcohol Amt.	Quantitative	"PT;P <= 0.0063"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		941280	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_DrinksPerWeek_PT_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_DrinksPerWeek_PLINK_UKB_20211120	Alcohol Amt.	Quantitative	"PLINK;P <= 0.001"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		941280	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_DrinksPerWeek_PLINK_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_DrinksPerWeek_DBSLMM_UKB_20211120	Alcohol Amt.	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		941280	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_DrinksPerWeek_DBSLMM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Alcohol_DrinksPerWeek_PRSCS_UKB_20211120	Alcohol Amt.	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		941280	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Alcohol_DrinksPerWeek_PRSCS_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_G6-SLEEPAPNO_LASSOSUM_MGI_20211120	Apnoea	Binary	"LASSOSUM;s = 1,l = 0.0034"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		358945	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_G6-SLEEPAPNO_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_G6-SLEEPAPNO_PT_MGI_20211120	Apnoea	Binary	"PT;P <= 0.04"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		358945	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_G6-SLEEPAPNO_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_G6-SLEEPAPNO_PLINK_MGI_20211120	Apnoea	Binary	"PLINK;P <= 0.1"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		358945	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_G6-SLEEPAPNO_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_G6-SLEEPAPNO_DBSLMM_MGI_20211120	Apnoea	Binary	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		358945	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_G6-SLEEPAPNO_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_G6-SLEEPAPNO_PRSCS_MGI_20211120	Apnoea	Binary	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		358945	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_G6-SLEEPAPNO_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_LASSOSUM_MGI_20211120	Apnoea	Binary	"LASSOSUM;s = 1,l = 0.001"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		176232	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PT_MGI_20211120	Apnoea	Binary	"PT;P <= 0.1"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		176232	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PLINK_MGI_20211120	Apnoea	Binary	"PLINK;P <= 0.0025"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		176232	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_DBSLMM_MGI_20211120	Apnoea	Binary	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		176232	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PRSCS_MGI_20211120	Apnoea	Binary	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		176232	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_LASSOSUM_UKB_20211120	Apnoea	Binary	"LASSOSUM;s = 0.9,l = 0.0043"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		176232	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_LASSOSUM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PT_UKB_20211120	Apnoea	Binary	"PT;P <= 0.005"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		176232	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PT_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PLINK_UKB_20211120	Apnoea	Binary	"PLINK;P <= 0.0025"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		176232	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PLINK_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_DBSLMM_UKB_20211120	Apnoea	Binary	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		176232	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_DBSLMM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PRSCS_UKB_20211120	Apnoea	Binary	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		176232	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_PRSCS_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_21001-irnt_LASSOSUM_MGI_20211120	BMI	Quantitative	"LASSOSUM;s = 0.9,l = 0.0016"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		359983	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_21001-irnt_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_21001-irnt_PT_MGI_20211120	BMI	Quantitative	"PT;P <= 0.01"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		359983	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_21001-irnt_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_21001-irnt_PLINK_MGI_20211120	BMI	Quantitative	"PLINK;P <= 0.01"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		359983	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_21001-irnt_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_21001-irnt_DBSLMM_MGI_20211120	BMI	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		359983	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_21001-irnt_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_21001-irnt_PRSCS_MGI_20211120	BMI	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		359983	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_21001-irnt_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_21001-raw_LASSOSUM_MGI_20211120	BMI	Quantitative	"LASSOSUM;s = 0.9,l = 0.0016"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		359983	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_21001-raw_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_21001-raw_PT_MGI_20211120	BMI	Quantitative	"PT;P <= 0.01"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		359983	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_21001-raw_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_21001-raw_PLINK_MGI_20211120	BMI	Quantitative	"PLINK;P <= 0.0025"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		359983	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_21001-raw_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_21001-raw_DBSLMM_MGI_20211120	BMI	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		359983	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_21001-raw_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_21001-raw_PRSCS_MGI_20211120	BMI	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		359983	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_21001-raw_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_23104-irnt_LASSOSUM_MGI_20211120	BMI	Quantitative	"LASSOSUM;s = 0.9,l = 0.0016"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		354831	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_23104-irnt_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_23104-irnt_PT_MGI_20211120	BMI	Quantitative	"PT;P <= 0.01"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		354831	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_23104-irnt_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_23104-irnt_PLINK_MGI_20211120	BMI	Quantitative	"PLINK;P <= 0.013"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		354831	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_23104-irnt_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_23104-irnt_DBSLMM_MGI_20211120	BMI	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		354831	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_23104-irnt_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_23104-irnt_PRSCS_MGI_20211120	BMI	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		354831	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_23104-irnt_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_23104-raw_LASSOSUM_MGI_20211120	BMI	Quantitative	"LASSOSUM;s = 0.9,l = 0.0016"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		354831	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_23104-raw_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_23104-raw_PT_MGI_20211120	BMI	Quantitative	"PT;P <= 0.0079"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		354831	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_23104-raw_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_23104-raw_PLINK_MGI_20211120	BMI	Quantitative	"PLINK;P <= 0.0079"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		354831	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_23104-raw_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_23104-raw_DBSLMM_MGI_20211120	BMI	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		354831	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_23104-raw_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_BMI_23104-raw_PRSCS_MGI_20211120	BMI	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		354831	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_BMI_23104-raw_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30510-irnt_LASSOSUM_MGI_20211120	Creatine	Quantitative	"LASSOSUM;s = 1,l = 0.007"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		350812	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30510-irnt_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30510-irnt_PT_MGI_20211120	Creatine	Quantitative	"PT;P <= 0.005"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		350812	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30510-irnt_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30510-irnt_PLINK_MGI_20211120	Creatine	Quantitative	"PLINK;P <= 0.004"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		350812	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30510-irnt_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30510-irnt_DBSLMM_MGI_20211120	Creatine	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		350812	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30510-irnt_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30510-irnt_PRSCS_MGI_20211120	Creatine	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		350812	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30510-irnt_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30510-raw_LASSOSUM_MGI_20211120	Creatine	Quantitative	"LASSOSUM;s = 1,l = 0.0089"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		350812	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30510-raw_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30510-raw_PT_MGI_20211120	Creatine	Quantitative	"PT;P <= 0.005"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		350812	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30510-raw_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30510-raw_PLINK_MGI_20211120	Creatine	Quantitative	"PLINK;P <= 0.004"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		350812	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30510-raw_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
